Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
4409;66252;2014-08-06;2014-08-19;2014-09-18;182
4410;69586;2015-07-02;2015-07-13;2015-08-12;136
4411;69656;2015-12-09;2016-01-15;2016-06-03;236
4412;69192;2013-01-06;2013-01-15;2016-02-18;213
4413;64403;2018-01-08;2018-01-23;2018-02-02;161
4414;65072;2017-10-30;2017-11-19;2017-12-09;208
4415;67807;2015-04-17;2015-04-25;2015-05-15;170
4416;68667;2018-06-22;2018-07-02;2018-08-01;186
4417;62736;2014-04-18;2014-04-27;2014-05-17;212
4418;60613;2017-12-06;2017-12-22;2018-01-01;109
4419;68000;2014-09-15;2014-10-01;2017-06-23;119
4420;64687;2013-05-17;2013-05-22;2013-07-01;194
4421;65832;2014-08-18;2014-08-28;2014-09-27;228
4422;69372;2015-09-10;2015-09-16;2015-09-26;165
4423;67376;2016-01-20;2016-02-07;2016-02-27;158
4424;64525;2018-09-14;2018-09-26;2018-10-16;205
4425;63847;2017-10-08;2017-10-28;2017-12-07;221
4426;60316;2013-04-17;2013-04-25;2018-02-09;213
4427;66995;2013-10-15;2013-10-30;2014-11-02;138
4428;63737;2014-01-22;2014-02-05;2014-03-17;253
4429;60134;2017-04-11;2017-04-19;2018-10-06;177
4430;66538;2017-10-20;2017-10-24;2018-01-02;209
4431;68751;2013-05-13;2013-05-19;2013-06-18;236
4432;61548;2014-04-02;2014-04-21;2014-05-31;239
4433;62808;2017-12-05;2017-12-10;2018-01-19;260
4434;62999;2016-10-30;2016-11-12;2018-08-18;125
4435;60316;2018-07-14;2018-08-03;2018-09-12;195
4436;69233;2016-11-30;2016-12-07;2018-12-26;154
4437;62708;2014-02-17;2014-03-05;2014-04-04;130
4438;68615;2013-09-22;2013-11-07;2013-12-07;264
4439;63255;2013-03-28;2013-03-31;2013-05-10;242
4440;67813;2013-12-29;2014-01-09;2014-11-07;143
4441;60169;2013-08-09;2013-09-17;2018-04-03;230
4442;66322;2017-12-10;2018-01-25;2018-03-06;179
4443;64050;2014-05-01;2014-05-19;2014-06-18;216
4444;68787;2014-10-25;2014-11-13;2014-12-23;191
4445;65535;2018-02-22;2018-03-05;2018-03-25;155
4446;62029;2016-01-01;2016-02-12;2017-11-25;212
4447;67745;2017-11-16;2017-11-30;2018-01-23;193
4448;62149;2018-03-05;2018-03-21;2018-04-07;143
4449;62354;2013-04-05;2013-04-13;2013-05-13;208
4450;69326;2014-01-11;2014-02-17;2015-01-26;162
4451;67403;2014-09-29;2014-11-05;2014-12-15;166
4452;66906;2013-10-27;2013-11-12;2013-12-12;290
4453;60380;2016-03-05;2016-04-17;2016-05-07;193
4454;61233;2016-05-01;2016-05-15;2016-05-25;210
4455;60940;2017-11-12;2017-11-18;2017-12-28;162
4456;65213;2013-05-01;2013-05-08;2013-05-28;83
4457;64418;2014-10-12;2014-11-22;2014-12-02;194
4458;67322;2018-03-27;2018-05-06;2018-11-13;169
4459;67785;2014-04-14;2014-05-03;2017-12-09;170
4460;67753;2014-03-23;2014-04-04;2014-05-04;215
4461;62801;2016-06-01;2016-06-09;2016-07-19;285
4462;63330;2016-08-18;2016-08-27;2016-09-16;152
4463;62864;2017-02-07;2017-02-27;2018-10-16;208
4464;62161;2014-08-10;2014-09-26;2014-10-16;125
4465;65660;2018-01-12;2018-01-21;2018-02-20;179
4466;61247;2016-11-04;2016-11-23;2017-08-29;140
4467;63473;2013-08-12;2013-08-30;2015-04-16;131
4468;67682;2016-09-01;2016-09-09;2016-10-19;162
4469;63669;2017-08-14;2017-08-27;2017-09-06;198
4470;69819;2014-11-10;2014-11-17;2014-12-17;219
4471;69093;2018-05-03;2018-05-10;2018-06-19;232
4472;69917;2016-12-15;2016-12-18;2017-01-17;139
4473;69089;2014-08-07;2014-08-14;2014-09-13;213
4474;64156;2017-12-26;2018-02-09;2018-03-21;213
4475;67281;2015-09-07;2015-10-21;2015-11-30;190
4476;69611;2013-02-16;2013-02-28;2014-10-31;226
4477;69254;2013-10-22;2013-11-03;2013-11-13;243
4478;65956;2018-08-07;2018-08-17;2018-09-29;277
4479;68290;2016-01-05;2016-01-14;2017-09-22;186
4480;64148;2017-05-12;2017-05-25;2018-12-05;219
4481;62363;2016-08-04;2016-08-23;2017-07-30;209
4482;62828;2013-11-07;2013-11-13;2013-12-13;163
4483;64785;2013-04-02;2013-05-16;2013-06-15;213
4484;68524;2016-03-05;2016-04-12;2016-05-12;275
4485;64315;2016-08-09;2016-08-29;2016-09-28;140
4486;65010;2017-03-17;2017-03-22;2017-03-26;166
4487;62290;2017-12-09;2017-12-22;2018-01-01;151
4488;62783;2013-10-10;2013-10-20;2013-10-30;163
4489;65160;2014-05-15;2014-05-19;2014-06-28;260
4490;62351;2014-02-16;2014-03-02;2015-01-20;164
4491;62958;2017-03-29;2017-04-17;2018-08-24;184
4492;69031;2014-11-17;2014-12-01;2016-07-16;215
4493;64640;2015-08-22;2015-09-03;2015-09-18;207
4494;67530;2016-06-30;2016-07-11;2018-08-26;269
4495;60147;2015-07-13;2015-08-26;2015-10-05;118
4496;65193;2014-10-17;2014-11-01;2015-04-25;139
4497;61723;2018-02-04;2018-03-14;2018-04-23;188
4498;61924;2015-07-25;2015-08-11;2015-09-10;238
4499;65357;2013-10-06;2013-10-22;2013-11-21;201
4500;61491;2016-01-22;2016-02-04;2016-03-15;212
4501;65900;2016-12-12;2017-01-19;2017-03-05;205
4502;65615;2015-12-15;2015-12-30;2018-06-02;190
4503;60817;2014-03-14;2014-03-31;2014-04-10;122
4504;69601;2016-12-06;2016-12-12;2018-12-09;186
4505;66517;2018-09-15;2018-10-04;2018-10-24;243
4506;65042;2015-12-14;2015-12-17;2017-10-23;214
4507;65625;2016-01-20;2016-01-26;2016-02-05;204
4508;61829;2015-07-07;2015-07-19;2017-11-26;211
4509;67611;2014-07-30;2014-09-13;2014-10-03;222
4510;68602;2013-08-06;2013-08-16;2016-08-15;195
4511;66008;2015-01-17;2015-02-05;2015-02-15;221
4512;68109;2015-11-22;2015-11-28;2016-01-07;199
4513;65363;2018-04-26;2018-05-08;2018-05-18;74
4514;61738;2017-11-25;2017-12-02;2018-05-06;187
4515;63016;2014-07-22;2014-08-30;2014-10-09;153
4516;69694;2016-11-13;2016-11-25;2017-05-27;253
4517;69174;2016-08-17;2016-09-01;2016-10-11;157
4518;65859;2013-02-01;2013-02-06;2013-05-24;203
4519;62475;2016-03-01;2016-03-11;2016-04-10;201
4520;67723;2017-12-03;2017-12-12;2018-01-01;121
4521;60923;2017-10-21;2017-11-20;2017-11-30;245
4522;63105;2018-09-16;2018-09-30;2018-11-09;169
4523;61952;2014-11-18;2014-12-27;2016-02-20;249
4524;64985;2014-03-17;2014-04-06;2014-05-15;167
4525;67557;2014-02-17;2014-04-04;2014-04-24;242
4526;66970;2014-10-26;2014-11-15;2017-11-25;225
4527;63742;2015-03-09;2015-03-20;2015-04-29;182
4528;69780;2015-03-08;2015-03-20;2016-10-16;144
4529;62667;2013-06-26;2013-07-01;2015-02-01;272
4530;66733;2015-06-13;2015-06-28;2015-07-08;190
4531;66436;2014-03-10;2014-03-30;2016-08-19;262
4532;63104;2018-01-04;2018-02-14;2018-03-06;150
4533;60941;2014-02-27;2014-04-14;2014-04-24;142
4534;66293;2014-10-06;2014-10-13;2014-10-23;158
4535;63050;2017-10-18;2017-10-28;2017-11-17;209
4536;65051;2014-05-31;2014-06-04;2014-07-04;213
4537;62699;2017-09-01;2017-09-07;2017-11-07;187
4538;65609;2017-09-12;2017-10-18;2017-11-27;208
4539;63909;2013-05-17;2013-05-31;2013-07-10;139
4540;68774;2014-03-29;2014-04-15;2016-03-01;169
4541;60494;2014-06-09;2014-06-17;2015-01-31;242
4542;63943;2015-01-25;2015-03-04;2018-11-20;139
4543;63227;2016-04-02;2016-04-06;2018-06-05;191
4544;62321;2017-12-29;2018-01-12;2018-01-15;197
4545;65550;2016-02-09;2016-02-26;2016-04-06;152
4546;60901;2013-03-28;2013-04-01;2013-04-21;182
4547;67115;2017-12-25;2018-01-04;2018-01-14;195
4548;67768;2014-04-02;2014-05-16;2014-06-15;198
4549;65104;2014-11-24;2014-12-31;2016-05-14;171
4550;67218;2017-09-09;2017-09-14;2018-01-23;204
4551;69435;2013-02-17;2013-02-23;2013-03-25;90
4552;66304;2017-09-07;2017-09-13;2018-12-09;102
4553;60524;2014-06-21;2014-07-11;2014-08-10;161
4554;66386;2017-07-12;2017-07-18;2017-08-07;98
4555;63328;2015-09-22;2015-09-25;2015-10-15;191
4556;62861;2017-05-22;2017-05-26;2017-07-05;186
4557;63677;2017-05-13;2017-05-23;2017-06-12;156
4558;62214;2015-02-28;2015-03-19;2015-04-18;227
4559;60325;2016-07-27;2016-08-15;2016-12-13;183
4560;66173;2013-11-23;2013-12-05;2014-01-14;172
4561;62966;2018-06-07;2018-07-14;2018-11-28;120
4562;65087;2016-06-10;2016-06-21;2018-11-05;178
4563;66521;2017-08-28;2017-10-09;2017-11-08;244
4564;66590;2013-05-18;2013-05-31;2013-06-10;149
4565;66868;2014-12-12;2014-12-17;2015-01-06;162
4566;68030;2014-04-02;2014-04-10;2014-04-30;216
4567;69956;2018-07-19;2018-08-05;2018-10-08;234
4568;61910;2013-08-13;2013-08-27;2013-09-16;204
4569;61139;2016-05-12;2016-06-26;2016-08-05;276
4570;60446;2015-09-04;2015-10-19;2015-11-08;244
4571;67966;2014-02-01;2014-02-16;2014-02-26;143
4572;60514;2013-11-03;2013-11-12;2014-03-22;142
4573;64722;2013-05-09;2013-05-29;2013-06-28;201
4574;62143;2013-05-03;2013-06-12;2015-09-21;211
4575;62803;2016-12-06;2016-12-22;2017-01-21;179
4576;65026;2015-07-02;2015-07-11;2016-04-23;204
4577;68296;2018-02-09;2018-02-22;2018-10-18;155
4578;69506;2018-02-09;2018-03-24;2018-05-03;135
4579;67804;2017-04-18;2017-05-02;2017-06-01;182
4580;63114;2015-10-18;2015-11-05;2015-12-05;154
4581;64973;2018-05-30;2018-06-09;2018-07-09;222
4582;68344;2015-02-15;2015-02-24;2018-10-21;223
4583;67354;2014-04-14;2014-05-21;2017-02-21;191
4584;63654;2013-06-21;2013-08-07;2013-09-06;190
4585;64994;2018-09-10;2018-10-27;2018-11-16;209
4586;69405;2013-06-03;2013-06-16;2014-07-27;198
4587;61357;2014-09-29;2014-10-03;2014-11-02;197
4588;61350;2014-09-20;2014-11-04;2014-11-24;169
4589;68483;2013-09-05;2013-09-17;2013-10-17;149
4590;67165;2016-09-26;2016-10-12;2016-11-11;171
4591;65961;2016-06-08;2016-06-19;2016-07-09;145
4592;63820;2016-02-13;2016-03-04;2018-07-01;193
4593;61076;2017-02-25;2017-03-08;2017-03-28;222
4594;69643;2018-06-16;2018-08-01;2018-08-21;133
4595;66008;2013-10-30;2013-12-06;2018-12-27;200
4596;63569;2014-02-06;2014-02-13;2014-03-15;196
4597;68727;2016-07-05;2016-07-15;2016-08-14;188
4598;64920;2014-05-16;2014-06-05;2015-04-10;146
4599;64828;2017-09-26;2017-10-06;2018-05-21;149
4600;60164;2013-11-04;2013-11-08;2018-04-17;167
4601;65027;2014-02-24;2014-03-10;2017-10-17;176
4602;65630;2018-03-12;2018-04-23;2018-09-10;194
4603;65812;2016-09-12;2016-09-15;2016-10-15;277
4604;65275;2016-06-05;2016-06-24;2016-07-14;193
4605;62235;2014-08-24;2014-09-30;2018-09-02;199
4606;67001;2016-12-26;2017-01-05;2017-01-15;155
4607;60321;2016-03-30;2016-05-07;2018-02-05;201
4608;62473;2015-02-12;2015-02-28;2015-03-10;200
4609;68407;2018-04-20;2018-04-28;2018-05-08;182
4610;66612;2014-05-10;2014-05-14;2014-06-13;236
4611;69003;2014-03-16;2014-03-19;2015-06-01;209
4612;60698;2013-03-28;2013-04-10;2014-04-04;184
4613;63158;2016-05-21;2016-05-26;2016-06-25;224
4614;69618;2013-12-19;2013-12-31;2017-09-17;153
4615;63217;2018-07-09;2018-07-13;2018-08-02;238
4616;61308;2015-01-20;2015-02-08;2015-02-18;176
4617;60063;2016-03-17;2016-03-29;2017-06-27;232
4618;65618;2017-07-24;2017-09-01;2018-10-22;189
4619;62860;2018-07-24;2018-09-05;2018-10-15;174
4620;60188;2013-09-17;2013-10-24;2016-09-17;210
4621;66698;2015-11-09;2015-11-19;2018-08-23;189
4622;69938;2017-08-24;2017-09-05;2017-10-01;140
4623;66099;2014-03-26;2014-05-03;2014-06-02;190
4624;60359;2015-12-03;2015-12-18;2016-01-07;145
4625;68253;2014-01-30;2014-02-18;2018-03-04;193
4626;64357;2015-04-07;2015-05-14;2018-07-26;228
4627;65446;2014-09-18;2014-11-03;2014-11-13;169
4628;64776;2018-06-30;2018-07-14;2018-12-06;172
4629;67844;2014-07-22;2014-08-05;2014-08-25;215
4630;60118;2016-02-27;2016-03-03;2016-10-31;164
4631;68204;2014-09-18;2014-09-23;2014-11-02;208
4632;61490;2015-10-01;2015-10-17;2015-11-26;241
4633;63994;2018-07-06;2018-08-14;2018-09-03;192
4634;64228;2015-07-27;2015-08-09;2015-09-08;162
4635;64579;2015-04-12;2015-04-26;2015-05-26;177
4636;66061;2013-02-20;2013-03-04;2017-03-03;176
4637;64450;2016-01-09;2016-01-15;2016-02-04;178
4638;63663;2018-04-22;2018-04-27;2018-04-27;156
4639;67205;2018-07-24;2018-08-06;2018-12-04;202
4640;64427;2016-03-15;2016-03-20;2016-04-29;144
4641;61157;2014-01-08;2014-01-12;2014-01-22;181
4642;61700;2015-11-30;2015-12-12;2017-02-19;182
4643;61711;2014-11-27;2014-12-01;2016-07-12;167
4644;63476;2016-08-21;2016-09-28;2018-09-23;208
4645;62992;2017-08-29;2017-10-06;2018-05-23;182
4646;62145;2014-07-31;2014-08-03;2018-10-30;162
4647;66423;2018-05-05;2018-06-20;2018-07-20;204
4648;61166;2018-02-23;2018-02-27;2018-03-09;205
4649;67121;2013-06-16;2013-06-27;2013-08-06;198
4650;65651;2018-06-10;2018-06-15;2018-07-15;151
4651;62030;2013-04-29;2013-05-06;2013-05-16;233
4652;61999;2014-09-07;2014-09-19;2015-08-19;150
4653;69446;2017-01-12;2017-01-17;2017-02-06;194
4654;60892;2016-10-29;2016-11-07;2017-04-16;202
4655;61528;2016-01-07;2016-02-21;2016-03-12;235
4656;64572;2015-01-24;2015-03-12;2015-04-11;236
4657;64758;2017-04-28;2017-05-16;2017-06-25;174
4658;64801;2013-03-06;2013-03-09;2015-07-23;202
4659;63914;2016-02-17;2016-02-22;2016-03-13;129
4660;62599;2013-12-31;2014-01-11;2015-03-19;259
4661;62057;2013-08-13;2013-09-01;2013-10-01;156
4662;65244;2017-03-13;2017-03-25;2017-04-24;202
4663;62316;2013-05-13;2013-05-30;2014-08-21;197
4664;67933;2017-07-28;2017-08-10;2017-09-09;171
4665;66363;2017-09-27;2017-11-06;2018-12-27;187
4666;63565;2017-02-02;2017-02-12;2017-02-22;232
4667;63218;2016-06-10;2016-06-24;2016-07-24;165
4668;60431;2015-09-07;2015-09-10;2015-10-20;239
4669;62536;2014-01-05;2014-01-09;2015-11-27;151
4670;66162;2016-01-11;2016-01-21;2016-02-20;203
4671;69759;2015-11-29;2015-12-03;2016-01-12;197
4672;66636;2016-11-15;2016-12-21;2017-01-10;197
4673;64522;2013-11-27;2013-12-03;2014-04-25;180
4674;66373;2016-09-06;2016-09-21;2016-10-07;206
4675;68313;2013-11-23;2013-12-05;2013-12-15;213
4676;62262;2014-07-29;2014-08-09;2014-09-08;156
4677;61936;2018-04-08;2018-04-22;2018-07-03;215
4678;60791;2017-04-26;2017-05-15;2017-06-14;194
4679;61238;2013-02-18;2013-03-08;2013-04-17;148
4680;69460;2018-05-08;2018-05-11;2018-05-31;293
4681;64224;2015-12-12;2015-12-15;2017-01-13;186
4682;61129;2017-03-22;2017-04-06;2017-06-16;191
4683;67930;2017-04-29;2017-05-03;2017-06-02;206
4684;60993;2014-12-23;2014-12-28;2015-01-07;169
4685;64312;2017-08-28;2017-09-13;2018-12-07;210
4686;69501;2013-04-11;2013-05-27;2013-06-26;206
4687;69162;2018-05-17;2018-06-23;2018-11-09;155
4688;67404;2017-12-20;2018-01-03;2018-04-05;171
4689;67502;2014-03-07;2014-03-24;2014-05-03;215
4690;65467;2017-05-20;2017-06-05;2018-10-23;201
4691;69870;2014-04-18;2014-05-06;2014-06-15;155
4692;64034;2017-03-28;2017-04-16;2017-05-06;186
4693;65505;2014-09-14;2014-09-20;2014-10-20;256
4694;68443;2018-09-16;2018-09-24;2018-10-10;146
4695;62604;2017-10-21;2017-11-03;2017-12-03;206
4696;66787;2013-09-07;2013-09-20;2016-10-01;171
4697;60112;2013-03-02;2013-03-10;2013-03-20;272
4698;68320;2018-08-05;2018-08-14;2018-10-02;142
4699;69259;2018-08-29;2018-09-14;2018-09-24;177
4700;62048;2015-08-02;2015-08-17;2015-08-27;218
4701;64308;2017-11-02;2017-11-14;2018-06-06;201
4702;68446;2016-09-20;2016-09-30;2016-10-10;272
4703;63596;2014-11-26;2014-12-11;2014-12-31;180
4704;65854;2013-01-28;2013-02-11;2013-03-13;189
4705;67644;2016-07-11;2016-07-26;2017-03-24;207
4706;69148;2014-08-16;2014-09-01;2017-11-10;181
4707;60320;2015-04-08;2015-04-27;2017-11-10;111
4708;64444;2013-10-13;2013-10-16;2015-05-27;258
4709;67739;2017-04-05;2017-04-09;2017-06-04;154
4710;66657;2017-02-18;2017-02-24;2017-03-26;246
4711;69237;2016-02-21;2016-04-04;2016-04-24;179
4712;69906;2018-07-06;2018-08-22;2018-09-01;176
4713;66393;2017-02-19;2017-04-03;2017-04-23;259
4714;61280;2013-06-18;2013-06-27;2013-07-17;201
4715;60682;2015-01-22;2015-01-25;2015-03-06;236
4716;61000;2016-05-10;2016-06-21;2016-07-21;243
4717;62462;2014-03-07;2014-03-21;2014-04-05;176
4718;62121;2013-01-02;2013-01-13;2014-04-01;234
4719;65434;2014-06-25;2014-07-02;2014-08-01;246
4720;65356;2013-02-22;2013-03-04;2013-04-13;228
4721;63500;2015-06-20;2015-06-30;2016-12-23;219
4722;68488;2016-08-01;2016-08-12;2016-09-01;113
4723;66167;2017-04-08;2017-05-14;2018-08-07;114
4724;62675;2015-04-27;2015-05-01;2015-05-31;125
4725;61441;2015-02-07;2015-03-17;2015-10-29;164
4726;61749;2018-04-24;2018-05-11;2018-05-21;261
4727;62439;2015-09-24;2015-11-08;2015-11-18;191
4728;61129;2015-03-14;2015-03-24;2015-04-03;68
4729;60018;2014-03-23;2014-05-01;2018-03-19;219
4730;60343;2013-02-28;2013-03-09;2017-02-15;217
4731;65337;2016-06-24;2016-08-02;2016-10-12;314
4732;63272;2013-05-23;2013-06-06;2013-07-06;231
4733;63837;2015-07-24;2015-08-04;2015-09-13;159
4734;68881;2014-07-07;2014-07-23;2014-08-12;218
4735;63742;2016-10-30;2016-11-19;2016-11-29;146
4736;63354;2015-01-01;2015-01-10;2017-06-22;193
4737;68199;2013-01-09;2013-01-14;2015-01-07;227
4738;67302;2017-03-19;2017-04-26;2017-05-06;137
4739;63312;2018-09-20;2018-10-20;2018-11-09;154
4740;69582;2015-09-12;2015-09-18;2016-03-18;283
4741;63601;2015-01-29;2015-03-10;2017-01-21;150
4742;63369;2015-03-05;2015-03-17;2015-11-12;256
4743;66568;2018-05-08;2018-05-22;2018-06-11;165
4744;64544;2017-11-16;2017-12-28;2018-10-03;97
4745;68767;2014-03-22;2014-05-08;2014-06-17;198
4746;63281;2016-04-14;2016-05-28;2016-10-03;213
4747;68234;2014-09-07;2014-09-24;2014-10-24;167
4748;62315;2013-12-09;2013-12-13;2017-08-01;244
4749;62779;2018-06-25;2018-06-30;2018-07-30;243
4750;64476;2017-07-13;2017-08-29;2017-09-08;217
4751;65976;2016-01-03;2016-01-29;2016-02-28;196
4752;67587;2014-11-08;2014-12-20;2014-12-30;181
4753;61809;2018-02-14;2018-03-25;2018-12-27;238
4754;65376;2018-09-27;2018-10-15;2018-11-04;234
4755;62282;2017-12-27;2018-01-12;2018-02-11;101
4756;67858;2017-10-03;2017-10-17;2017-11-16;167
4757;67802;2016-03-21;2016-04-09;2016-04-19;157
4758;65283;2018-08-13;2018-08-18;2018-09-17;114
4759;68223;2018-01-06;2018-02-14;2018-06-11;204
4760;66566;2017-07-26;2017-09-09;2017-09-29;202
4761;66566;2014-12-04;2014-12-19;2015-01-28;190
4762;67193;2018-08-04;2018-08-20;2018-09-19;223
4763;62850;2016-06-16;2016-06-30;2016-07-10;174
4764;69358;2016-03-10;2016-03-28;2018-02-17;201
4765;63452;2013-04-06;2013-04-09;2018-05-09;230
4766;66161;2017-03-31;2017-04-08;2018-06-17;169
4767;62374;2013-09-25;2013-10-07;2013-10-17;161
4768;67102;2018-03-07;2018-03-13;2018-05-31;219
4769;68924;2016-05-11;2016-05-25;2016-06-14;171
4770;65229;2015-12-24;2016-01-29;2016-06-21;169
4771;66377;2015-01-25;2015-03-03;2017-09-02;200
4772;64380;2015-08-31;2015-09-14;2015-09-24;200
4773;64741;2018-03-02;2018-03-14;2018-04-23;167
4774;60221;2017-01-26;2017-02-07;2017-02-17;221
4775;63436;2016-09-15;2016-10-22;2018-07-02;113
4776;67139;2014-05-01;2014-05-21;2014-05-31;101
4777;69209;2017-03-13;2017-04-01;2017-04-11;227
4778;63934;2013-08-28;2013-08-31;2013-09-10;222
4779;68097;2016-01-12;2016-02-18;2016-10-06;197
4780;69629;2016-02-23;2016-03-09;2016-03-09;192
4781;65599;2014-02-28;2014-03-18;2015-05-25;109
4782;62936;2017-10-17;2017-10-29;2018-01-25;283
4783;60420;2016-10-06;2016-11-10;2016-12-20;187
4784;65444;2017-06-30;2017-07-13;2017-08-22;159
4785;67861;2013-06-23;2013-07-05;2013-07-25;141
4786;60676;2016-09-08;2016-09-11;2018-08-28;211
4787;61401;2014-01-26;2014-01-30;2018-08-30;192
4788;63259;2018-08-26;2018-09-06;2018-10-06;160
4789;69209;2017-04-19;2017-05-07;2017-06-16;160
4790;67397;2017-12-06;2017-12-20;2018-01-29;261
4791;62352;2016-11-17;2016-11-24;2016-12-04;221
4792;67622;2013-10-23;2013-11-05;2015-04-05;167
4793;65664;2014-08-31;2014-09-14;2014-10-14;159
4794;69105;2014-07-06;2014-07-16;2014-07-26;169
4795;67511;2018-04-01;2018-04-13;2018-05-05;182
4796;62175;2016-03-15;2016-04-28;2016-05-18;132
4797;61951;2017-01-06;2017-01-14;2017-02-13;255
4798;67875;2013-05-06;2013-05-10;2013-05-20;237
4799;60922;2018-01-06;2018-01-21;2018-02-10;244
4800;64998;2018-02-14;2018-02-21;2018-03-03;225
4801;63545;2013-02-23;2013-03-05;2018-09-20;176
4802;61046;2014-03-19;2014-05-05;2014-06-14;211
4803;62549;2015-05-17;2015-05-31;2015-06-30;194
4804;60916;2017-06-16;2017-06-26;2017-07-06;172
4805;69865;2014-01-16;2014-02-24;2015-12-10;219
4806;66188;2014-01-16;2014-01-23;2015-03-20;228
4807;65641;2015-04-22;2015-05-06;2015-06-05;271
4808;68946;2018-03-09;2018-03-19;2018-05-16;157
4809;66534;2016-10-09;2016-10-18;2016-11-07;156
4810;69791;2017-08-09;2017-08-14;2017-09-20;226
4811;60722;2014-03-01;2014-04-12;2014-05-22;221
4812;61711;2016-07-29;2016-08-14;2017-02-19;106
4813;69300;2016-05-14;2016-06-20;2017-12-27;214
4814;62708;2018-04-24;2018-04-30;2018-05-20;218
4815;63420;2014-08-16;2014-08-24;2015-07-05;153
4816;62619;2016-06-16;2016-06-28;2016-07-28;211
4817;63604;2015-06-14;2015-07-30;2015-09-08;169
4818;62569;2016-11-02;2016-12-19;2017-01-18;242
4819;66780;2018-09-12;2018-09-19;2018-09-29;210
4820;64697;2014-03-04;2014-04-10;2017-07-20;197
4821;68769;2016-07-24;2016-09-09;2016-10-09;219
4822;66534;2017-09-17;2017-11-03;2017-11-13;104
4823;60047;2018-03-24;2018-05-02;2018-05-17;207
4824;65189;2018-06-16;2018-07-01;2018-08-10;227
4825;61157;2014-12-26;2015-02-10;2015-03-22;202
4826;67239;2015-08-07;2015-08-25;2015-10-04;176
4827;62902;2018-01-23;2018-01-27;2018-02-16;280
4828;65897;2015-06-14;2015-06-24;2016-10-08;214
4829;60550;2013-08-25;2013-09-07;2013-09-27;215
4830;66987;2013-02-08;2013-02-14;2017-11-27;157
4831;69694;2013-07-27;2013-09-10;2013-09-30;197
4832;62628;2016-01-29;2016-02-15;2016-03-06;197
4833;64069;2015-11-12;2015-11-18;2015-11-28;116
4834;69123;2013-09-17;2013-10-06;2014-09-08;219
4835;64770;2018-02-22;2018-03-01;2018-06-30;237
4836;67808;2013-02-06;2013-02-25;2013-03-07;240
4837;60138;2016-03-01;2016-03-13;2016-04-02;278
4838;63031;2015-09-08;2015-09-28;2017-06-27;219
4839;64623;2015-07-08;2015-07-15;2015-08-24;193
4840;64731;2015-04-29;2015-05-03;2015-06-02;171
4841;69149;2015-11-23;2015-12-11;2018-02-10;209
4842;65471;2017-01-02;2017-01-14;2017-02-03;201
4843;69627;2016-05-10;2016-05-25;2016-07-04;163
4844;64943;2013-08-25;2013-09-07;2013-10-17;174
4845;61429;2018-02-24;2018-02-28;2018-06-16;233
4846;62167;2013-08-03;2013-09-12;2016-09-23;252
4847;69556;2017-03-22;2017-05-05;2017-06-14;189
4848;64420;2017-03-11;2017-03-28;2018-06-02;174
4849;69969;2018-09-23;2018-11-06;2018-11-16;203
4850;60591;2015-09-04;2015-09-09;2015-10-19;155
4851;69532;2014-02-22;2014-04-04;2016-07-13;201
4852;61816;2013-01-13;2013-01-27;2013-02-06;153
4853;68631;2017-09-06;2017-09-16;2018-10-06;165
4854;66590;2014-09-26;2014-09-30;2014-10-10;206
4855;60883;2017-02-02;2017-02-08;2017-02-18;219
4856;67252;2018-06-05;2018-06-17;2018-11-28;225
4857;64280;2013-01-08;2013-02-22;2013-03-24;151
4858;66935;2018-07-17;2018-07-24;2018-08-13;247
4859;66443;2013-08-18;2013-09-24;2013-11-03;270
4860;68643;2013-04-23;2013-05-01;2013-05-31;189
4861;69324;2017-05-29;2017-06-11;2018-11-16;211
4862;63839;2017-08-20;2017-09-05;2018-11-25;207
4863;62400;2014-12-29;2015-01-02;2015-02-01;179
4864;65249;2014-08-07;2014-09-13;2018-09-12;247
4865;61873;2015-01-08;2015-02-15;2015-02-25;146
4866;62665;2017-02-26;2017-04-13;2017-05-13;210
4867;63843;2014-12-19;2015-01-31;2017-02-28;177
4868;61029;2014-12-10;2014-12-24;2016-07-16;249
4869;65479;2015-02-28;2015-03-08;2015-04-17;227
4870;65698;2014-03-14;2014-03-22;2014-05-01;131
4871;64802;2018-01-06;2018-01-22;2018-03-16;237
4872;65175;2016-10-13;2016-11-28;2017-01-07;174
4873;65741;2014-10-05;2014-10-15;2014-10-25;228
4874;65735;2015-02-11;2015-02-24;2015-03-26;250
4875;65712;2013-06-03;2013-07-19;2013-08-28;182
4876;69876;2017-11-14;2017-11-26;2017-12-26;123
4877;61792;2017-10-14;2017-11-28;2018-07-28;136
4878;65965;2015-03-07;2015-03-12;2015-04-11;149
4879;68431;2018-04-03;2018-04-17;2018-05-07;173
4880;64014;2018-01-04;2018-01-08;2018-11-06;193
4881;61185;2018-08-24;2018-10-03;2018-10-13;199
4882;62786;2017-06-05;2017-06-21;2017-07-01;211
4883;65065;2014-12-09;2014-12-14;2017-08-10;161
4884;64093;2017-04-03;2017-05-20;2017-06-29;196
4885;68553;2015-02-25;2015-03-11;2015-04-20;207
4886;63293;2014-12-02;2014-12-10;2015-01-09;269
4887;67686;2018-09-25;2018-11-03;2018-12-25;101
4888;68750;2015-02-07;2015-02-24;2015-04-05;182
4889;67792;2015-02-19;2015-02-27;2015-03-19;67
